Date,Country,Province/State,Confirmed,Deaths,Recovered,Latitude,Longitude
01/03/2020,China,Jiangxi,935,1,850,28.00000,116.00000
01/03/2020,China,Hunan,1018,4,876,27.66621,111.74871
01/03/2020,China,Heilongjiang,480,13,350,48.00000,127.99999
01/03/2020,China,Sichuan,538,3,378,30.50000,102.50000
01/03/2020,China,Chongqing,576,6,450,29.55857,106.54928
01/03/2020,China,Jiangsu,631,0,536,33.00000,120.00000
01/03/2020,China,Beijing,414,8,282,39.90622,116.39128
01/03/2020,China,Guangxi,252,2,188,24.00000,109.00000
01/03/2020,China,Fujian,296,1,247,26.54500,117.84278
01/03/2020,China,Shanghai,337,3,290,31.22530,121.48905
01/03/2020,China,Hebei,318,6,294,39.00000,116.00000
01/03/2020,China,Shaanxi,245,1,209,36.00000,109.00000
01/03/2020,China,Yunnan,174,2,163,25.00000,102.00000
01/03/2020,China,Tianjin,136,3,111,39.12356,117.19808
01/03/2020,China,Hainan,168,5,151,19.20000,109.60000
01/03/2020,China,Guizhou,146,2,114,27.00000,107.00000
01/03/2020,China,Liaoning,122,1,103,40.97391,122.32639
01/03/2020,China,Shanxi,133,0,116,37.00000,112.00000
01/03/2020,China,Inner Mongolia,75,0,52,43.24432,114.32517
01/03/2020,China,Xinjiang,76,3,64,41.75748,87.16738
01/03/2020,China,Jilin,93,1,78,42.99950,125.98161
01/03/2020,China,Ningxia,74,0,69,37.30955,105.96086
01/03/2020,China,Gansu,91,2,84,38.00000,102.00000
01/03/2020,China,Qinghai,18,0,18,35.40710,95.95212
01/03/2020,China,Tibet,1,0,1,31.89434,87.07814
29/02/2020,China,Hubei,66907,2761,31190,31.15173,112.87832
29/02/2020,China,Guangdong,1349,7,1009,23.13577,113.19827
29/02/2020,China,Zhejiang,1205,1,1027,29.00000,120.00000
29/02/2020,China,Shandong,756,6,431,36.00000,119.00000
29/02/2020,China,Henan,1272,22,1185,34.00000,114.00000
29/02/2020,China,Anhui,990,6,870,32.00000,117.00000
29/02/2020,China,Jiangxi,935,1,831,28.00000,116.00000
29/02/2020,China,Hunan,1018,4,853,27.66621,111.74871
29/02/2020,China,Heilongjiang,480,13,330,48.00000,127.99999
29/02/2020,China,Sichuan,538,3,363,30.50000,102.50000
29/02/2020,China,Chongqing,576,6,438,29.55857,106.54928
29/02/2020,China,Jiangsu,631,0,531,33.00000,120.00000
29/02/2020,China,Beijing,413,8,276,39.90622,116.39128
29/02/2020,China,Guangxi,252,2,179,24.00000,109.00000
29/02/2020,China,Fujian,296,1,243,26.54500,117.84278
29/02/2020,China,Shanghai,337,3,287,31.22530,121.48905
29/02/2020,China,Hebei,318,6,283,39.00000,116.00000
29/02/2020,China,Shaanxi,245,1,207,36.00000,109.00000
29/02/2020,China,Yunnan,174,2,157,25.00000,102.00000
29/02/2020,China,Tianjin,136,3,109,39.12356,117.19808
29/02/2020,China,Hainan,168,5,148,19.20000,109.60000
29/02/2020,China,Guizhou,146,2,112,27.00000,107.00000
29/02/2020,China,Liaoning,121,1,101,40.97391,122.32639
29/02/2020,China,Shanxi,133,0,115,37.00000,112.00000
29/02/2020,China,Inner Mongolia,75,0,51,43.24432,114.32517
29/02/2020,China,Xinjiang,76,3,62,41.75748,87.16738
29/02/2020,China,Jilin,93,1,75,42.99950,125.98161
29/02/2020,China,Ningxia,73,0,69,37.30955,105.96086
29/02/2020,China,Gansu,91,2,82,38.00000,102.00000
29/02/2020,China,Qinghai,18,0,18,35.40710,95.95212
29/02/2020,China,Tibet,1,0,1,31.89434,87.07814
28/02/2020,China,Hubei,66337,2727,28895,31.15173,112.87832
28/02/2020,China,Guangdong,1349,7,972,23.13577,113.19827
28/02/2020,China,Zhejiang,1205,1,987,29.00000,120.00000
28/02/2020,China,Shandong,756,6,411,36.00000,119.00000
28/02/2020,China,Henan,1272,21,1161,34.00000,114.00000
28/02/2020,China,Anhui,990,6,842,32.00000,117.00000
28/02/2020,China,Jiangxi,935,1,811,28.00000,116.00000
28/02/2020,China,Hunan,1018,4,841,27.66621,111.74871
28/02/2020,China,Heilongjiang,480,13,295,48.00000,127.99999
28/02/2020,China,Sichuan,538,3,350,30.50000,102.50000
28/02/2020,China,Chongqing,576,6,422,29.55857,106.54928
28/02/2020,China,Jiangsu,631,0,519,33.00000,120.00000
28/02/2020,China,Beijing,411,8,271,39.90622,116.39128
28/02/2020,China,Guangxi,252,2,172,24.00000,109.00000
28/02/2020,China,Fujian,296,1,241,26.54500,117.84278
28/02/2020,China,Shanghai,337,3,279,31.22530,121.48905
28/02/2020,China,Hebei,318,6,277,39.00000,116.00000
28/02/2020,China,Shaanxi,245,1,200,36.00000,109.00000
28/02/2020,China,Yunnan,174,2,156,25.00000,102.00000
28/02/2020,China,Tianjin,136,3,105,39.12356,117.19808
28/02/2020,China,Hainan,168,5,136,19.20000,109.60000
28/02/2020,China,Guizhou,146,2,112,27.00000,107.00000
28/02/2020,China,Liaoning,121,1,93,40.97391,122.32639
28/02/2020,China,Shanxi,133,0,112,37.00000,112.00000
28/02/2020,China,Inner Mongolia,75,0,46,43.24432,114.32517
28/02/2020,China,Xinjiang,76,3,52,41.75748,87.16738
28/02/2020,China,Jilin,93,1,73,42.99950,125.98161
28/02/2020,China,Ningxia,73,0,68,37.30955,105.96086
28/02/2020,China,Gansu,91,2,82,38.00000,102.00000
28/02/2020,China,Qinghai,18,0,18,35.40710,95.95212
28/02/2020,China,Tibet,1,0,1,31.89434,87.07814
27/02/2020,China,Hubei,65914,2682,26403,31.15173,112.87832
27/02/2020,China,Guangdong,1348,7,919,23.13577,113.19827
27/02/2020,China,Zhejiang,1205,1,943,29.00000,120.00000
27/02/2020,China,Shandong,756,6,390,36.00000,119.00000
27/02/2020,China,Henan,1272,20,1103,34.00000,114.00000
27/02/2020,China,Anhui,990,6,814,32.00000,117.00000
27/02/2020,China,Jiangxi,935,1,790,28.00000,116.00000
27/02/2020,China,Hunan,1017,4,820,27.66621,111.74871
27/02/2020,China,Heilongjiang,480,13,280,48.00000,127.99999
27/02/2020,China,Sichuan,538,3,326,30.50000,102.50000
27/02/2020,China,Chongqing,576,6,401,29.55857,106.54928
27/02/2020,China,Jiangsu,631,0,506,33.00000,120.00000
27/02/2020,China,Beijing,410,7,257,39.90622,116.39128
27/02/2020,China,Guangxi,252,2,166,24.00000,109.00000
27/02/2020,China,Fujian,296,1,232,26.54500,117.84278
27/02/2020,China,Shanghai,337,3,276,31.22530,121.48905
27/02/2020,China,Hebei,318,6,274,39.00000,116.00000
27/02/2020,China,Shaanxi,245,1,197,36.00000,109.00000
27/02/2020,China,Yunnan,174,2,150,25.00000,102.00000
27/02/2020,China,Tianjin,136,3,102,39.12356,117.19808
27/02/2020,China,Hainan,168,5,132,19.20000,109.60000
27/02/2020,China,Guizhou,146,2,112,27.00000,107.00000
27/02/2020,China,Liaoning,121,1,93,40.97391,122.32639
27/02/2020,China,Shanxi,133,0,107,37.00000,112.00000
27/02/2020,China,Inner Mongolia,75,0,43,43.24432,114.32517
27/02/2020,China,Xinjiang,76,3,43,41.75748,87.16738
27/02/2020,China,Jilin,93,1,68,42.99950,125.98161
27/02/2020,China,Ningxia,72,0,68,37.30955,105.96086
27/02/2020,China,Gansu,91,2,82,38.00000,102.00000
27/02/2020,China,Qinghai,18,0,18,35.40710,95.95212
27/02/2020,China,Tibet,1,0,1,31.89434,87.07814
26/02/2020,China,Hubei,65596,2641,23222,31.15173,112.87832
26/02/2020,China,Guangdong,1347,7,873,23.13577,113.19827
26/02/2020,China,Zhejiang,1205,1,885,29.00000,120.00000
26/02/2020,China,Shandong,756,6,381,36.00000,119.00000
26/02/2020,China,Henan,1272,20,1062,34.00000,114.00000
26/02/2020,China,Anhui,989,6,768,32.00000,117.00000
26/02/2020,China,Jiangxi,934,1,754,28.00000,116.00000
26/02/2020,China,Hunan,1017,4,793,27.66621,111.74871
26/02/2020,China,Heilongjiang,480,13,262,48.00000,127.99999
26/02/2020,China,Sichuan,534,3,313,30.50000,102.50000
26/02/2020,China,Chongqing,576,6,384,29.55857,106.54928
26/02/2020,China,Jiangsu,631,0,494,33.00000,120.00000
26/02/2020,China,Beijing,410,5,248,39.90622,116.39128
26/02/2020,China,Guangxi,252,2,159,24.00000,109.00000
26/02/2020,China,Fujian,296,1,226,26.54500,117.84278
26/02/2020,China,Shanghai,337,3,276,31.22530,121.48905
26/02/2020,China,Hebei,317,6,264,39.00000,116.00000
26/02/2020,China,Shaanxi,245,1,194,36.00000,109.00000
26/02/2020,China,Yunnan,174,2,144,25.00000,102.00000
26/02/2020,China,Tianjin,135,3,96,39.12356,117.19808
26/02/2020,China,Hainan,168,5,129,19.20000,109.60000
26/02/2020,China,Guizhou,146,2,112,27.00000,107.00000
26/02/2020,China,Liaoning,121,1,92,40.97391,122.32639
26/02/2020,China,Shanxi,133,0,104,37.00000,112.00000
26/02/2020,China,Inner Mongolia,75,0,38,43.24432,114.32517
26/02/2020,China,Xinjiang,76,2,34,41.75748,87.16738
26/02/2020,China,Jilin,93,1,65,42.99950,125.98161
26/02/2020,China,Ningxia,71,0,65,37.30955,105.96086
26/02/2020,China,Gansu,91,2,81,38.00000,102.00000
26/02/2020,China,Qinghai,18,0,18,35.40710,95.95212
26/02/2020,China,Tibet,1,0,1,31.89434,87.07814
25/02/2020,China,Hubei,65187,2615,20912,31.15173,112.87832
25/02/2020,China,Guangdong,1347,7,841,23.13577,113.19827
25/02/2020,China,Zhejiang,1205,1,814,29.00000,120.00000
25/02/2020,China,Shandong,756,6,357,36.00000,119.00000
25/02/2020,China,Henan,1271,19,1023,34.00000,114.00000
25/02/2020,China,Anhui,989,6,727,32.00000,117.00000
25/02/2020,China,Jiangxi,934,1,719,28.00000,116.00000
25/02/2020,China,Hunan,1016,4,779,27.66621,111.74871
25/02/2020,China,Heilongjiang,480,12,245,48.00000,127.99999
25/02/2020,China,Sichuan,531,3,292,30.50000,102.50000
25/02/2020,China,Chongqing,576,6,372,29.55857,106.54928
25/02/2020,China,Jiangsu,631,0,463,33.00000,120.00000
25/02/2020,China,Beijing,400,4,235,39.90622,116.39128
25/02/2020,China,Guangxi,252,2,138,24.00000,109.00000
25/02/2020,China,Fujian,294,1,205,26.54500,117.84278
25/02/2020,China,Shanghai,336,3,268,31.22530,121.48905
25/02/2020,China,Hebei,312,6,248,39.00000,116.00000
25/02/2020,China,Shaanxi,245,1,186,36.00000,109.00000
25/02/2020,China,Yunnan,174,2,129,25.00000,102.00000
25/02/2020,China,Tianjin,135,3,91,39.12356,117.19808
25/02/2020,China,Hainan,168,5,124,19.20000,109.60000
25/02/2020,China,Guizhou,146,2,104,27.00000,107.00000
25/02/2020,China,Liaoning,121,1,88,40.97391,122.32639
25/02/2020,China,Shanxi,133,0,98,37.00000,112.00000
25/02/2020,China,Inner Mongolia,75,0,35,43.24432,114.32517
25/02/2020,China,Xinjiang,76,2,30,41.75748,87.16738
25/02/2020,China,Jilin,93,1,63,42.99950,125.98161
25/02/2020,China,Ningxia,71,0,61,37.30955,105.96086
25/02/2020,China,Gansu,91,2,80,38.00000,102.00000
25/02/2020,China,Qinghai,18,0,18,35.40710,95.95212
25/02/2020,China,Tibet,1,0,1,31.89434,87.07814
24/02/2020,China,Hubei,64786,2563,18877,31.15173,112.87832
24/02/2020,China,Guangdong,1347,7,805,23.13577,113.19827
24/02/2020,China,Zhejiang,1205,1,794,29.00000,120.00000
24/02/2020,China,Shandong,755,6,343,36.00000,119.00000
24/02/2020,China,Henan,1271,19,989,34.00000,114.00000
24/02/2020,China,Anhui,989,6,727,32.00000,117.00000
24/02/2020,China,Jiangxi,934,1,682,28.00000,116.00000
24/02/2020,China,Hunan,1016,4,751,27.66621,111.74871
24/02/2020,China,Heilongjiang,480,12,241,48.00000,127.99999
24/02/2020,China,Sichuan,529,3,281,30.50000,102.50000
24/02/2020,China,Chongqing,576,6,349,29.55857,106.54928
24/02/2020,China,Jiangsu,631,0,458,33.00000,120.00000
24/02/2020,China,Beijing,400,4,215,39.90622,116.39128
24/02/2020,China,Guangxi,252,2,131,24.00000,109.00000
24/02/2020,China,Fujian,294,1,193,26.54500,117.84278
24/02/2020,China,Shanghai,335,3,268,31.22530,121.48905
24/02/2020,China,Hebei,311,6,241,39.00000,116.00000
24/02/2020,China,Shaanxi,245,1,175,36.00000,109.00000
24/02/2020,China,Yunnan,174,2,124,25.00000,102.00000
24/02/2020,China,Tianjin,135,3,87,39.12356,117.19808
24/02/2020,China,Hainan,168,5,122,19.20000,109.60000
24/02/2020,China,Guizhou,146,2,103,27.00000,107.00000
24/02/2020,China,Liaoning,121,1,83,40.97391,122.32639
24/02/2020,China,Shanxi,133,0,94,37.00000,112.00000
24/02/2020,China,Inner Mongolia,75,0,34,43.24432,114.32517
24/02/2020,China,Xinjiang,76,2,30,41.75748,87.16738
24/02/2020,China,Jilin,93,1,60,42.99950,125.98161
24/02/2020,China,Ningxia,71,0,61,37.30955,105.96086
24/02/2020,China,Gansu,91,2,80,38.00000,102.00000
24/02/2020,China,Qinghai,18,0,18,35.40710,95.95212
24/02/2020,China,Tibet,1,0,1,31.89434,87.07814
23/02/2020,China,Hubei,64287,2495,16738,31.15173,112.87832
23/02/2020,China,Guangdong,1345,6,772,23.13577,113.19827
23/02/2020,China,Zhejiang,1205,1,765,29.00000,120.00000
23/02/2020,China,Shandong,755,4,325,36.00000,119.00000
23/02/2020,China,Henan,1271,19,930,34.00000,114.00000
23/02/2020,China,Anhui,989,6,648,32.00000,117.00000
23/02/2020,China,Jiangxi,934,1,645,28.00000,116.00000
23/02/2020,China,Hunan,1016,4,721,27.66621,111.74871
23/02/2020,China,Heilongjiang,480,12,224,48.00000,127.99999
23/02/2020,China,Sichuan,527,3,263,30.50000,102.50000
23/02/2020,China,Chongqing,575,6,335,29.55857,106.54928
23/02/2020,China,Jiangsu,631,0,427,33.00000,120.00000
23/02/2020,China,Beijing,399,4,198,39.90622,116.39128
23/02/2020,China,Guangxi,251,2,107,24.00000,109.00000
23/02/2020,China,Fujian,293,1,174,26.54500,117.84278
23/02/2020,China,Shanghai,335,3,249,31.22530,121.48905
23/02/2020,China,Hebei,311,6,221,39.00000,116.00000
23/02/2020,China,Shaanxi,245,1,162,36.00000,109.00000
23/02/2020,China,Yunnan,174,2,115,25.00000,102.00000
23/02/2020,China,Tianjin,135,3,81,39.12356,117.19808
23/02/2020,China,Hainan,168,5,106,19.20000,109.60000
23/02/2020,China,Guizhou,146,2,102,27.00000,107.00000
23/02/2020,China,Liaoning,121,1,73,40.97391,122.32639
23/02/2020,China,Shanxi,132,0,88,37.00000,112.00000
23/02/2020,China,Inner Mongolia,75,0,30,43.24432,114.32517
23/02/2020,China,Xinjiang,76,2,28,41.75748,87.16738
23/02/2020,China,Jilin,93,1,54,42.99950,125.98161
23/02/2020,China,Ningxia,71,0,57,37.30955,105.96086
23/02/2020,China,Gansu,91,2,78,38.00000,102.00000
23/02/2020,China,Qinghai,18,0,18,35.40710,95.95212
23/02/2020,China,Tibet,1,0,1,31.89434,87.07814
22/02/2020,China,Hubei,64084,2346,15303,31.15173,112.87832
22/02/2020,China,Guangdong,1342,6,742,23.13577,113.19827
22/02/2020,China,Zhejiang,1205,1,739,29.00000,120.00000
22/02/2020,China,Shandong,754,4,311,36.00000,119.00000
22/02/2020,China,Henan,1271,19,862,34.00000,114.00000
22/02/2020,China,Anhui,989,6,620,32.00000,117.00000
22/02/2020,China,Jiangxi,934,1,611,28.00000,116.00000
22/02/2020,China,Hunan,1016,4,704,27.66621,111.74871
22/02/2020,China,Heilongjiang,480,12,215,48.00000,127.99999
22/02/2020,China,Sichuan,526,3,256,30.50000,102.50000
22/02/2020,China,Chongqing,573,6,328,29.55857,106.54928
22/02/2020,China,Jiangsu,631,0,411,33.00000,120.00000
22/02/2020,China,Beijing,399,4,189,39.90622,116.39128
22/02/2020,China,Guangxi,249,2,104,24.00000,109.00000
22/02/2020,China,Fujian,293,1,165,26.54500,117.84278
22/02/2020,China,Shanghai,335,3,249,31.22530,121.48905
22/02/2020,China,Hebei,311,6,204,39.00000,116.00000
22/02/2020,China,Shaanxi,245,1,154,36.00000,109.00000
22/02/2020,China,Yunnan,174,2,107,25.00000,102.00000
22/02/2020,China,Tianjin,135,3,65,39.12356,117.19808
22/02/2020,China,Hainan,168,4,104,19.20000,109.60000
22/02/2020,China,Guizhou,146,2,91,27.00000,107.00000
22/02/2020,China,Liaoning,121,1,68,40.97391,122.32639
22/02/2020,China,Shanxi,132,0,81,37.00000,112.00000
22/02/2020,China,Inner Mongolia,75,0,26,43.24432,114.32517
22/02/2020,China,Xinjiang,76,2,25,41.75748,87.16738
22/02/2020,China,Jilin,91,1,52,42.99950,125.98161
22/02/2020,China,Ningxia,71,0,48,37.30955,105.96086
22/02/2020,China,Gansu,91,2,76,38.00000,102.00000
22/02/2020,China,Qinghai,18,0,18,35.40710,95.95212
22/02/2020,China,Tibet,1,0,1,31.89434,87.07814
21/02/2020,China,Hubei,63454,2250,13557,31.15173,112.87832
21/02/2020,China,Guangdong,1339,5,720,23.13577,113.19827
21/02/2020,China,Zhejiang,1205,1,694,29.00000,120.00000
21/02/2020,China,Shandong,750,4,293,36.00000,119.00000
21/02/2020,China,Henan,1270,19,802,34.00000,114.00000
21/02/2020,China,Anhui,989,6,567,32.00000,117.00000
21/02/2020,China,Jiangxi,934,1,544,28.00000,116.00000
21/02/2020,China,Hunan,1013,4,670,27.66621,111.74871
21/02/2020,China,Heilongjiang,479,12,183,48.00000,127.99999
21/02/2020,China,Sichuan,526,3,242,30.50000,102.50000
21/02/2020,China,Chongqing,572,6,316,29.55857,106.54928
21/02/2020,China,Jiangsu,631,0,387,33.00000,120.00000
21/02/2020,China,Beijing,399,4,178,39.90622,116.39128
21/02/2020,China,Guangxi,249,2,99,24.00000,109.00000
21/02/2020,China,Fujian,293,1,150,26.54500,117.84278
21/02/2020,China,Shanghai,334,2,211,31.22530,121.48905
21/02/2020,China,Hebei,309,6,184,39.00000,116.00000
21/02/2020,China,Shaanxi,245,1,140,36.00000,109.00000
21/02/2020,China,Yunnan,174,2,96,25.00000,102.00000
21/02/2020,China,Tianjin,135,3,62,39.12356,117.19808
21/02/2020,China,Hainan,168,4,96,19.20000,109.60000
21/02/2020,China,Guizhou,146,2,90,27.00000,107.00000
21/02/2020,China,Liaoning,121,1,66,40.97391,122.32639
21/02/2020,China,Shanxi,132,0,78,37.00000,112.00000
21/02/2020,China,Inner Mongolia,75,0,22,43.24432,114.32517
21/02/2020,China,Xinjiang,76,2,24,41.75748,87.16738
21/02/2020,China,Jilin,91,1,46,42.99950,125.98161
21/02/2020,China,Ningxia,71,0,48,37.30955,105.96086
21/02/2020,China,Gansu,91,2,76,38.00000,102.00000
21/02/2020,China,Qinghai,18,0,18,35.40710,95.95212
21/02/2020,China,Tibet,1,0,1,31.89434,87.07814
20/02/2020,China,Hubei,62442,2144,11788,31.15173,112.87832
20/02/2020,China,Guangdong,1333,5,664,23.13577,113.19827
20/02/2020,China,Henan,1267,19,717,34.00000,114.00000
20/02/2020,China,Zhejiang,1203,1,647,29.00000,120.00000
20/02/2020,China,Hunan,1010,4,638,27.66621,111.74871
20/02/2020,China,Anhui,988,6,500,32.00000,117.00000
20/02/2020,China,Jiangxi,934,1,489,28.00000,116.00000
20/02/2020,China,Jiangsu,631,0,352,33.00000,120.00000
20/02/2020,China,Chongqing,567,6,299,29.55857,106.54928
20/02/2020,China,Shandong,748,4,270,36.00000,119.00000
20/02/2020,China,Sichuan,525,3,222,30.50000,102.50000
20/02/2020,China,Heilongjiang,479,12,141,48.00000,127.99999
20/02/2020,China,Beijing,396,4,169,39.90622,116.39128
20/02/2020,China,Shanghai,334,2,199,31.22530,121.48905
20/02/2020,China,Hebei,308,5,170,39.00000,116.00000
20/02/2020,China,Fujian,293,1,134,26.54500,117.84278
20/02/2020,China,Guangxi,246,2,95,24.00000,109.00000
20/02/2020,China,Shaanxi,245,1,117,36.00000,109.00000
20/02/2020,China,Yunnan,174,2,79,25.00000,102.00000
20/02/2020,China,Hainan,168,4,89,19.20000,109.60000
20/02/2020,China,Guizhou,146,2,76,27.00000,107.00000
20/02/2020,China,Shanxi,132,0,76,37.00000,112.00000
20/02/2020,China,Tianjin,131,3,59,39.12356,117.19808
20/02/2020,China,Liaoning,121,1,61,40.97391,122.32639
20/02/2020,China,Gansu,91,2,71,38.00000,102.00000
20/02/2020,China,Jilin,91,1,44,42.99950,125.98161
20/02/2020,China,Xinjiang,76,1,22,41.75748,87.16738
20/02/2020,China,Ningxia,71,0,44,37.30955,105.96086
20/02/2020,China,Inner Mongolia,75,0,16,43.24432,114.32517
20/02/2020,China,Qinghai,18,0,16,35.40710,95.95212
20/02/2020,China,Tibet,1,0,1,31.89434,87.07814
19/02/2020,China,Hubei,62031,2029,10337,31.15173,112.87832
19/02/2020,China,Guangdong,1332,5,619,23.13577,113.19827
19/02/2020,China,Henan,1265,19,614,34.00000,114.00000
19/02/2020,China,Zhejiang,1175,0,610,29.00000,120.00000
19/02/2020,China,Hunan,1010,4,578,27.66621,111.74871
19/02/2020,China,Anhui,987,6,429,32.00000,117.00000
19/02/2020,China,Jiangxi,934,1,432,28.00000,116.00000
19/02/2020,China,Jiangsu,631,0,329,33.00000,120.00000
19/02/2020,China,Chongqing,560,5,274,29.55857,106.54928
19/02/2020,China,Shandong,546,4,238,36.00000,119.00000
19/02/2020,China,Sichuan,520,3,202,30.50000,102.50000
19/02/2020,China,Heilongjiang,476,12,127,48.00000,127.99999
19/02/2020,China,Beijing,395,4,153,39.90622,116.39128
19/02/2020,China,Shanghai,333,2,187,31.22530,121.48905
19/02/2020,China,Hebei,307,5,154,39.00000,116.00000
19/02/2020,China,Fujian,293,1,112,26.54500,117.84278
19/02/2020,China,Guangxi,245,2,87,24.00000,109.00000
19/02/2020,China,Shaanxi,245,1,106,36.00000,109.00000
19/02/2020,China,Yunnan,172,1,60,25.00000,102.00000
19/02/2020,China,Hainan,168,4,84,19.20000,109.60000
19/02/2020,China,Guizhou,146,2,71,27.00000,107.00000
19/02/2020,China,Shanxi,131,0,68,37.00000,112.00000
19/02/2020,China,Tianjin,130,3,54,39.12356,117.19808
19/02/2020,China,Liaoning,121,1,58,40.97391,122.32639
19/02/2020,China,Gansu,91,2,65,38.00000,102.00000
19/02/2020,China,Jilin,91,1,40,42.99950,125.98161
19/02/2020,China,Xinjiang,76,1,20,41.75748,87.16738
19/02/2020,China,Ningxia,71,0,42,37.30955,105.96086
19/02/2020,China,Inner Mongolia,75,0,11,43.24432,114.32517
19/02/2020,China,Qinghai,18,0,16,35.40710,95.95212
19/02/2020,China,Tibet,1,0,1,31.89434,87.07814
18/02/2020,China,Hubei,61682,1921,9128,31.15173,112.87832
18/02/2020,China,Guangdong,1331,5,571,23.13577,113.19827
18/02/2020,China,Henan,1262,19,552,34.00000,114.00000
18/02/2020,China,Zhejiang,1173,0,544,29.00000,120.00000
18/02/2020,China,Hunan,1008,4,542,27.66621,111.74871
18/02/2020,China,Anhui,986,6,361,32.00000,117.00000
18/02/2020,China,Jiangxi,934,1,362,28.00000,116.00000
18/02/2020,China,Jiangsu,631,0,296,33.00000,120.00000
18/02/2020,China,Chongqing,555,5,254,29.55857,106.54928
18/02/2020,China,Shandong,544,3,215,36.00000,119.00000
18/02/2020,China,Sichuan,514,3,177,30.50000,102.50000
18/02/2020,China,Heilongjiang,470,12,108,48.00000,127.99999
18/02/2020,China,Beijing,393,4,145,39.90622,116.39128
18/02/2020,China,Shanghai,333,1,177,31.22530,121.48905
18/02/2020,China,Hebei,306,4,136,39.00000,116.00000
18/02/2020,China,Fujian,293,0,96,26.54500,117.84278
18/02/2020,China,Guangxi,244,2,76,24.00000,109.00000
18/02/2020,China,Shaanxi,242,0,89,36.00000,109.00000
18/02/2020,China,Yunnan,173,0,57,25.00000,102.00000
18/02/2020,China,Hainan,163,4,79,19.20000,109.60000
18/02/2020,China,Guizhou,146,2,69,27.00000,107.00000
18/02/2020,China,Shanxi,131,0,61,37.00000,112.00000
18/02/2020,China,Tianjin,128,3,48,39.12356,117.19808
18/02/2020,China,Liaoning,121,1,55,40.97391,122.32639
18/02/2020,China,Gansu,91,2,62,38.00000,102.00000
18/02/2020,China,Jilin,90,1,36,42.99950,125.98161
18/02/2020,China,Xinjiang,76,1,14,41.75748,87.16738
18/02/2020,China,Ningxia,70,0,42,37.30955,105.96086
18/02/2020,China,Inner Mongolia,75,0,9,43.24432,114.32517
18/02/2020,China,Qinghai,18,0,15,35.40710,95.95212
18/02/2020,China,Tibet,1,0,1,31.89434,87.07814
17/02/2020,China,Hubei,59989,1789,7887,31.15173,112.87832
17/02/2020,China,Guangdong,1328,4,533,23.13577,113.19827
17/02/2020,China,Henan,1257,19,514,34.00000,114.00000
17/02/2020,China,Zhejiang,1172,0,514,29.00000,120.00000
17/02/2020,China,Hunan,1007,4,502,27.66621,111.74871
17/02/2020,China,Anhui,982,6,298,32.00000,117.00000
17/02/2020,China,Jiangxi,933,1,310,28.00000,116.00000
17/02/2020,China,Jiangsu,629,0,271,33.00000,120.00000
17/02/2020,China,Chongqing,553,5,225,29.55857,106.54928
17/02/2020,China,Shandong,543,2,195,36.00000,119.00000
17/02/2020,China,Sichuan,508,3,163,30.50000,102.50000
17/02/2020,China,Heilongjiang,464,11,87,48.00000,127.99999
17/02/2020,China,Beijing,387,4,122,39.90622,116.39128
17/02/2020,China,Shanghai,333,1,161,31.22530,121.48905
17/02/2020,China,Hebei,302,4,123,39.00000,116.00000
17/02/2020,China,Fujian,292,0,91,26.54500,117.84278
17/02/2020,China,Guangxi,242,2,58,24.00000,109.00000
17/02/2020,China,Shaanxi,240,0,79,36.00000,109.00000
17/02/2020,China,Yunnan,172,0,51,25.00000,102.00000
17/02/2020,China,Hainan,163,4,59,19.20000,109.60000
17/02/2020,China,Guizhou,146,1,66,27.00000,107.00000
17/02/2020,China,Shanxi,130,0,53,37.00000,112.00000
17/02/2020,China,Tianjin,127,3,46,39.12356,117.19808
17/02/2020,China,Liaoning,121,1,45,40.97391,122.32639
17/02/2020,China,Gansu,91,2,58,38.00000,102.00000
17/02/2020,China,Jilin,89,1,34,42.99950,125.98161
17/02/2020,China,Xinjiang,76,1,12,41.75748,87.16738
17/02/2020,China,Ningxia,70,0,35,37.30955,105.96086
17/02/2020,China,Inner Mongolia,73,0,8,43.24432,114.32517
17/02/2020,China,Qinghai,18,0,14,35.40710,95.95212
17/02/2020,China,Tibet,1,0,1,31.89434,87.07814
16/02/2020,China,Hubei,58182,1696,6639,31.15173,112.87832
16/02/2020,China,Guangdong,1322,4,473,23.13577,113.19827
16/02/2020,China,Henan,1246,16,440,34.00000,114.00000
16/02/2020,China,Zhejiang,1171,0,470,29.00000,120.00000
16/02/2020,China,Hunan,1006,3,467,27.66621,111.74871
16/02/2020,China,Anhui,973,6,266,32.00000,117.00000
16/02/2020,China,Jiangxi,930,1,275,28.00000,116.00000
16/02/2020,China,Jiangsu,626,0,226,33.00000,120.00000
16/02/2020,China,Chongqing,551,5,207,29.55857,106.54928
16/02/2020,China,Shandong,541,2,175,36.00000,119.00000
16/02/2020,China,Sichuan,495,3,136,30.50000,102.50000
16/02/2020,China,Heilongjiang,457,11,80,48.00000,127.99999
16/02/2020,China,Beijing,381,4,114,39.90622,116.39128
16/02/2020,China,Shanghai,331,1,140,31.22530,121.48905
16/02/2020,China,Hebei,301,3,109,39.00000,116.00000
16/02/2020,China,Fujian,290,0,84,26.54500,117.84278
16/02/2020,China,Guangxi,238,2,51,24.00000,109.00000
16/02/2020,China,Shaanxi,240,0,74,36.00000,109.00000
16/02/2020,China,Yunnan,171,0,42,25.00000,102.00000
16/02/2020,China,Hainan,162,4,52,19.20000,109.60000
